,Unique ID,Month,Day,Hour_Interval,Born in New York State,Car-free commute (% of commuters),Disabled population,FHAVA-backed home purchase loans (% of home purchase loans),Foreign-born population,Higher-cost home purchase loans (% of home purchase loans),Higher-cost refinance loans (% of refinance loans),"Home purchase loan rate (per 1,000 properties)",Home purchase loans in LMI tracts (% of home purchase loans),Home purchase loans to LMI borrowers (% of home purchase loans),Homeownership rate,Households with children under 18 years old,"Housing choice vouchers (% of occupied, privately owned rental units)",Housing units,Income diversity ratio,"Index of housing price appreciation, 5+ family building","Index of housing price appreciation, all property types","Index of housing price appreciation, condominium",Labor force participation rate,Mean travel time to work (minutes),Median household income (2018$),"Median household income, homeowners (2018$)","Median household income, renters (2018$)","Median rent, 2- and 3-bedrooms (2018$)","Median rent, all (2018$)","Median rent, asking","Median rent, recent movers (2018$)","Median rent, studios and 1-bedrooms (2018$)","Median sales price per unit, 1 family building (2018$)","Median sales price per unit, 2-4 family building (2018$)","Median sales price per unit, 5+ family building (2018$)","Median sales price per unit, condominium (2018$)",Moderately rent-burdened households,"Moderately rent-burdened households, low income","Moderately rent-burdened households, moderate income","Notices of foreclosure rate (per 1,000 1-4 family and condo properties)","Notices of foreclosure, all residential properties","Notices of foreclosure, initial, 1-4 family and condo properties","Notices of foreclosure, repeat, 1-4 family and condo properties",Percent Asian,Percent Hispanic,Percent black,Percent white,Population,Population aged 25+ without a high school diploma,Population aged 65+,"Population density (1,000 persons per square mile)",Poverty rate,"Poverty rate, population aged 65+","Poverty rate, population under 18 years old","Pre-foreclosure notice rate (per 1,000 1-4 family and condo properties)","Pre-foreclosure notices, 1-4 family and condo properties",Private eviction filings,Private eviction filings per 1000 private rental units,"Properties entering REO, 1-4 family",Public housing (% of rental units),Racial diversity index,"Refinance loan rate (per 1,000 properties)",Rental vacancy rate,Residential units within 12 mile of a subway station,Residential units within 14 mile of a park,"Sales volume, 1 family building","Sales volume, 2-4 family building","Sales volume, 5+ family building","Sales volume, all property types","Sales volume, condominium","Serious crime rate (per 1,000 residents)","Serious crime rate, property (per 1,000 residents)","Serious crime rate, violent (per 1,000 residents)","Serious housing code violations (per 1,000 privately owned rental units)",Severe crowding rate (% of renter households),Severely rent-burdened households,"Severely rent-burdened households, low income","Severely rent-burdened households, moderate income",Single-person households,"Students performing at grade level in English language arts, 4th grade","Students performing at grade level in math, 4th grade","Total housing code violations (per 1,000 privately owned rental units)",Unemployment rate,Units authorized by new residential building permits,Units issued new certificates of occupancy,Entries,Exits
"Notices of foreclosure, all residential properties",0.7069311027321645,0.001388054742020893,5.52519758881364e-05,0.016552165148561813,-0.44121158304757724,-0.9468294182375079,-0.42148285029068044,0.9389596605630823,0.7968907885036695,0.9496466363672397,0.7769689097018416,0.9288936532043457,0.8957544917359617,-0.15751758247474792,0.8040655512065884,0.8262070173836017,-0.4227385170110135,-0.6503206241575687,-0.821841905550464,-0.39886833901566265,-0.8775833061439661,-0.31061067844602036,0.38601495516658896,0.8830754876325551,-0.00690163799375927,-0.47789451923751297,-0.06322523117247615,0.5378173642831608,0.2744625714877456,-0.8293461790508185,-0.5942916389596152,-0.17072179719476935,-0.5458236813958489,-0.5025865243512972,-0.6306734595078866,-0.7217548376087163,0.21071401697731393,0.6149298114514326,-0.7666537100879577,0.9602406737977172,1.0,0.9952730168144581,0.9963046924359632,0.5834435270892335,0.23421328135754615,-0.42732781944083237,-0.424196546868516,-0.23655533693857264,0.08572516288434855,-0.5463963064170081,-0.8711429016623828,-0.610682692317055,-0.6039665540086796,-0.5403620916812221,0.9379292672177465,0.9891391328835267,-0.7201655496127829,-0.05599402292246977,0.8948947250975603,-0.7906571056483773,0.5997686402817741,0.8970129922248096,-0.4985350489247941,-0.5839322321588377,-0.9967043857802875,0.9518728725022667,0.9684514276226676,-0.9084535799040613,0.18260519794426536,-0.5609775468636118,-0.7111244110412955,-0.8119742133116866,-0.45866252985801104,-0.5789377204726299,0.19750814657976665,0.8696897415626738,0.8504837519253841,-0.798091283053505,-0.9891600389558343,-0.28404587206138887,-0.2645288359370574,-0.6340570822205055,-0.3936859732984999,-0.8960239850810141,-0.8733099274518755,-0.3064752387785332,-0.37561884358535125
"Notices of foreclosure, initial, 1-4 family and condo properties",0.7201905400075208,0.0013875691026751051,0.00010721661973332042,0.013993485308486127,-0.3590711297444017,-0.9693553828934408,-0.38431076233140943,0.963306305907393,0.7373670124669504,0.9276994988222161,0.7218849317003537,0.914017208271477,0.852548176242897,-0.1930657947628043,0.8239408170707007,0.8047648340664251,-0.3833662862326058,-0.6397357750596439,-0.7918222370271266,-0.41349882018370954,-0.8819190477467388,-0.30836552422334385,0.37758550703610194,0.8753012751615464,0.029575909979166957,-0.4417761152591035,-0.032743230494421086,0.5291277922360981,0.2846833320130671,-0.8086675131243688,-0.5789054330215261,-0.15990080815483654,-0.5057350845158038,-0.4629588815468674,-0.6319174611356331,-0.706713235580838,0.14824472806164837,0.5797868622743948,-0.7562128272105038,0.934119978930251,0.9952730168144581,1.0,0.9883759453448656,0.5468455984631987,0.18427897058348897,-0.3824843930851035,-0.39201900689786906,-0.24895103949301356,0.04866631667858753,-0.5356787859324916,-0.8835416689458094,-0.6142504879426945,-0.6042320228165862,-0.5528243747217648,0.9200379171691071,0.9926725737749061,-0.7074005713145242,-0.044275575412876036,0.9247416361185573,-0.769553843927073,0.6162124699060867,0.9188177509626847,-0.460570584486868,-0.5671829674704979,-0.9871943944778983,0.9729730427743329,0.9466027010388085,-0.9005670666998515,0.21952277216933308,-0.530909080071503,-0.7079574902550035,-0.8104612847773324,-0.4547625065624076,-0.5544820957233966,0.1233603441327113,0.8346665876800848,0.827333859953896,-0.7615491403242715,-0.9841078308737669,-0.24775555710352143,-0.23305204309856012,-0.6129501206847734,-0.35899791311039614,-0.8543511478514597,-0.8731286385992021,-0.3393080865631637,-0.4089554596483419
"Notices of foreclosure, repeat, 1-4 family and condo properties",0.724522892734123,0.0011101094787159683,1.0537753750688871e-05,0.018354221625969502,-0.4650194225924685,-0.9390650138771384,-0.4147209437862741,0.9200682651658014,0.816279156721125,0.9723442489776878,0.7910444783519159,0.9332611190373133,0.9179131128030164,-0.11705739352294685,0.8097871323861036,0.8640384325215553,-0.4468619927455467,-0.6451951705001188,-0.8466709282050154,-0.4592050134431391,-0.879327247270385,-0.30854711013155117,0.4034104258308461,0.8893714072322044,-0.007622727773085214,-0.4764990444575498,-0.0640146884644788,0.5621621118396171,0.28918982029617013,-0.8443702632142428,-0.612639014647485,-0.16982214141452703,-0.5406106669559116,-0.49333120384498313,-0.6358203995027174,-0.7324025730897835,0.21921244753954247,0.6047809598645183,-0.7738576708570318,0.9720605132524686,0.9963046924359632,0.9883759453448656,1.0,0.551407137423303,0.2735302700294592,-0.43160759463669757,-0.4332314312161749,-0.21537928767107617,0.08900905279320043,-0.5590106243225432,-0.8823756302365742,-0.6240822023230438,-0.6263980070859368,-0.5467647600082275,0.9525382452593967,0.9903690234114054,-0.7127258460569997,-0.05064741225674982,0.8584703204226903,-0.8068456484554622,0.5514973789402691,0.867026086020264,-0.5356475067956303,-0.6296149100062103,-0.9966989030197436,0.9378475278072599,0.9779528678515101,-0.9067579464145739,0.18304328825555602,-0.5583184903870952,-0.6955011917774776,-0.800491577972527,-0.44297218337146144,-0.5900854268617506,0.2694874042958849,0.9006650418800412,0.8712911784719413,-0.8044000483502971,-0.9972598796323332,-0.30940424810817035,-0.2949688499110961,-0.6389473580361893,-0.43116624937194775,-0.9037177422499643,-0.8914766661943285,-0.27871823533389073,-0.359323029129044
Percent Asian,0.16130837757377844,0.0024578769019281124,6.653448629503481e-05,0.006925313164605457,-0.5342032790584654,-0.4971198833283241,-0.5581280590506783,0.5580145925034553,0.6123845924202337,0.49027062366256313,0.8169014130905133,0.5228898026502087,0.5548160442246166,-0.17252410808453508,0.2891498205564605,0.21817425254738246,-0.4452543504278229,-0.4483956801176332,-0.3697655961169594,0.4170942524918035,-0.40460121662274245,-0.3651439344648265,-0.14941616066467442,0.3072626752313705,-0.29886358805139984,-0.5470982402801642,-0.3169983443253757,0.08741325765409223,-0.05231126118326342,-0.37478589646213306,-0.1718330259429237,-0.18509047949379895,-0.6642585431408784,-0.6898969941004486,-0.20682943596874168,-0.346061464214251,0.3535416045118101,0.4268253012452437,-0.3084091255934567,0.5310185068671966,0.5834435270892335,0.5468455984631987,0.551407137423303,1.0,-0.027945157536060423,-0.4757324403983634,-0.32748575902363297,-0.2289895438976892,0.39274780054279246,-0.08900275189138124,-0.17512552122470262,-0.15654859553799377,-0.07009142560498775,-0.10319461728923322,0.4680352828430521,0.5332417202866455,-0.7259248397797108,-0.34436745191364976,0.5583343681806345,-0.3929957836062654,0.7170461708634108,0.5415574643337591,-0.422859369849533,-0.40190111644474197,-0.5620022765474241,0.5507725796691825,0.5074627249239198,-0.4985902313983258,-0.1359811413700658,-0.5107724739855691,-0.32432984938444037,-0.22779569095211805,-0.3350654077250778,-0.4251912672674807,0.07296657779257329,0.49976708244468065,0.4269715015775145,-0.6169859371399111,-0.50007136431808,-0.08166598982361055,-0.026816829524587957,-0.5267773516871983,-0.2353447184866211,-0.7438943358935243,-0.15044534090182485,-0.07751295673433889,0.007734669618253384
Percent Hispanic,0.3314644865332888,-0.0006162209274069523,-8.716504117925014e-05,0.022927312358334385,-0.2845353890554138,-0.07533829979723922,0.3789361687709545,0.036750620580998254,0.6286416924201971,0.39668355095854835,0.31539024633945156,0.06933966035016309,0.545795029317461,0.8563418740411057,-0.22597666026036542,0.6449272780025258,0.2804247638697842,-0.6854554905468181,-0.7392429896807389,-0.3023749968409184,0.10745197096602872,0.6613588918687556,-0.09320919005398974,0.5945124537219886,-0.7061079455290297,-0.733068532562091,-0.6910810228869867,-0.21657053781174113,-0.5258655332917178,-0.7184587533515929,-0.8505462076337216,-0.7345920146649323,-0.6612139142559073,-0.6180514509897302,-0.735601282250735,-0.759780101996958,0.8660091120165188,0.7640836766166413,-0.7301733031908507,0.46347664502455604,0.23421328135754615,0.18427897058348897,0.2735302700294592,-0.027945157536060423,1.0,0.26002641519266345,-0.8605383504143286,-0.5487747891065398,0.6673498311553872,-0.8513264714635443,-0.4779682468605331,0.29806087072981363,0.19042889315708528,0.40286236857982444,0.5445790244221425,0.19822425729868567,0.33064797982682964,0.7260811543601688,-0.03263052124835678,0.027862958074659237,0.10523935703334977,-0.17364580608599617,-0.699650104890244,-0.24538199516516498,-0.3082317703976162,0.06475116562915234,0.4286362346451391,-0.5435728107743931,-0.7005568011370934,-0.7514960027685287,0.16974483353985645,-0.2612491288812575,0.5113850662310159,0.2980205819369668,0.715687507683202,0.5773096492519368,0.0807949649793124,-0.677362834983165,-0.2767357605184095,-0.9611317161849803,-0.9528749366275984,0.32291568356202,0.21278299867209266,-0.45745443385953966,-0.473794985596134,0.16660548657626933,0.13937382029809786
Percent black,-0.03046816777622276,-0.0009108112067590196,0.0005157120561195564,-0.017806168830371134,0.8275708498916868,0.24919318146601846,0.984921543029066,-0.23718796179967852,-0.45202565629872005,-0.44246141256467425,-0.5856705287600641,-0.7070235795825215,-0.46239283797289393,0.6014591122517592,-0.6027357808582414,-0.19437044564485734,0.9261152369946556,-0.26799484550847286,0.11536869880100951,0.06063605519805203,0.6819370601049287,0.8417273486940418,-0.7005979943431309,-0.12110618623800505,-0.512698126414326,-0.23227315807625448,-0.5322921799647267,-0.8155366149897644,-0.7520407507514532,0.03451870259786703,-0.2918328191029667,-0.6384521828345736,-0.1035487463198287,-0.11705265257923146,-0.35095225340571135,-0.17256731892494626,0.1793251012873091,0.031574013045714805,-0.12061730959328343,-0.4269354767489672,-0.42732781944083237,-0.3824843930851035,-0.43160759463669757,-0.4757324403983634,0.26002641519266345,1.0,-0.3467262634830967,-0.669204774790864,0.4521418324207299,-0.33480755862917166,0.050992613621112126,0.7872179100550941,0.7489713099603849,0.7632696522338929,-0.2394815195667739,-0.37042698267925256,0.7869524626050518,0.7998344677839673,-0.22881469696763515,0.829288615855772,0.14558822323531584,-0.5004860423105186,-0.1330565102542381,0.17827134359974775,0.4140108263983781,-0.259152892710319,-0.4382972125411033,0.0825942104503782,-0.5772921641660195,-0.21988353068016342,0.7743030791814856,0.4317627674338935,0.8989149352721176,0.9457355324548858,-0.21651947345480094,-0.30998178096409157,-0.762909120936056,0.1056403318015497,0.4099084426642951,-0.40343560067013684,-0.4504538114022016,0.9237702022247622,0.8821143799812792,0.43188471862124117,0.23477975090725595,0.058084789545429456,0.13247934407733103
Percent white,-0.42293621958405436,-0.0005959323003361941,-0.0002223748471920369,-0.014224941153167931,0.14731548168313452,0.34086991947668377,-0.3874663714199058,-0.34781781342849544,-0.6667451505607853,-0.4750204115006179,-0.46634699043814837,-0.13710328135791414,-0.5936450065241252,-0.7699215074720268,0.15848967298355554,-0.618074620986326,-0.35173787308101134,0.9379645692150254,0.792780155905185,0.06068005957039753,-0.04107574256260409,-0.6375527815539062,0.378305968952095,-0.6765166417714856,0.8739339901977166,0.9664152455650726,0.8899178242125639,0.39088655586453075,0.6947217343752367,0.821069206196833,0.9282018246077237,0.9318017029539309,0.9223588773375532,0.901636254997483,0.8979148195838983,0.9120806773949944,-0.9020802825074008,-0.8773434580777637,0.8609142633134682,-0.5551447091289573,-0.424196546868516,-0.39201900689786906,-0.4332314312161749,-0.32748575902363297,-0.8605383504143286,-0.3467262634830967,1.0,0.8495571686333203,-0.8732955949148272,0.905228806091079,0.5602893197346219,-0.3896206313910762,-0.3368314103600353,-0.48899221522633185,-0.6644019164192607,-0.3969663857818203,-0.1359266129876843,-0.7213104409223217,-0.30029011121858556,-0.07531509545065497,-0.5858409812814221,-0.06755926129165064,0.8312638463936425,0.3646202791648842,0.47266754885640655,-0.3557472295097793,-0.5169075459988962,0.7477795370187421,0.7927261443739142,0.9745674580318068,-0.1857843153135123,0.25550402600020206,-0.5328308972056708,-0.3474113180283827,-0.4653349871142053,-0.6513254543853889,-0.057373700212692634,0.863116196944976,0.4195561438024605,0.9584312832700204,0.9434252776487705,-0.298730302770607,-0.3854653275081348,0.6311712909521577,0.46278668413707674,-0.04484757523588751,-0.08701491071075156
Population,-0.3145651085127665,-0.0010288251246348197,-0.0005717154711769765,0.004249445286022923,-0.3382191398414452,0.2965445819210385,-0.6392267640133756,-0.342394561120484,-0.25878550454901433,-0.16776116697202184,-0.12400804317117299,0.13417252541876826,-0.21665021426167247,-0.6298079494419415,0.28326688281500456,-0.2913208759436369,-0.6688760296505959,0.863526594249407,0.48784111032539057,-0.1513635605358835,-0.233326478865924,-0.7351055769856414,0.65376422330968,-0.4627365401938778,0.8343706489833774,0.8353164235821641,0.8697099379916683,0.6710439265709192,0.8346834818165109,0.5785013778388616,0.7561896131992256,0.9560303631678652,0.7730149924907891,0.7779743454104439,0.8227575479840221,0.7452486924849332,-0.6560132574487124,-0.6726066283537846,0.6922842542280405,-0.2496527590659495,-0.23655533693857264,-0.24895103949301356,-0.21537928767107617,-0.2289895438976892,-0.5487747891065398,-0.669204774790864,0.8495571686333203,1.0,-0.8232856880953,0.7585450216537958,0.41302034525284953,-0.6003839125407455,-0.5875743966704641,-0.6427774336915963,-0.40572783412736646,-0.23905644893866015,-0.2898063529755707,-0.7922893676718525,-0.3522741258268226,-0.3975184150094291,-0.7478359645263778,-0.03971109507414232,0.6020235949350241,0.16033615973051712,0.25613430699854,-0.32233098643403807,-0.224506748214655,0.5863192678397915,0.770152564070637,0.8407478054425801,-0.3795120225632335,0.05423733914612154,-0.6753878390804233,-0.6295035941747013,0.014707524491691553,-0.31310809634302594,0.2792662372336514,0.6158214939329213,0.20198668688739585,0.7547621247222643,0.7534796646640506,-0.5458620516431044,-0.7339643753833711,0.3263964132986539,0.2224000918298565,0.06883378116570044,-0.03098425208728195
Population aged 25+ without a high school diploma,0.1236381405668594,0.00044098387071789215,0.0002450914094971904,0.0054875919064139005,-0.03438883828371695,-0.0453317556921362,0.44513777071252003,0.07106890780535866,0.41261191814708903,0.1410418619509871,0.35757843189436345,-0.20157423485535103,0.2826291209248921,0.8021928731852113,-0.4693550431488909,0.2381183615007284,0.3996264981959443,-0.7482695076148711,-0.45878646074855833,0.2842790107104615,0.3800772437797137,0.6384138800531455,-0.7355335064745304,0.26133540162731667,-0.9876111819703228,-0.9067506391033161,-0.9929437700738115,-0.67686604834569,-0.8677416454811143,-0.4826733841373632,-0.6481108869593541,-0.9198059592127913,-0.8697169689528622,-0.8861364590992716,-0.6222673291943991,-0.6360502474441183,0.8569334387648041,0.6127229120117346,-0.5288631170898184,0.19832250557927378,0.08572516288434855,0.04866631667858753,0.08900905279320043,0.39274780054279246,0.6673498311553872,0.4521418324207299,-0.8732955949148272,-0.8232856880953,1.0,-0.5989926189145389,-0.13377600909388696,0.6792005497772639,0.6613243604885196,0.7620349895607396,0.31475818919105847,0.06989328452680785,0.22230065742736077,0.5918831095712423,0.017415453613865747,0.3891329493253123,0.5543389018111269,-0.23625284079450673,-0.780246193906181,-0.3145871087628132,-0.12054572745704595,0.07039812117823334,0.1426240059528764,-0.42102832704571663,-0.925768490333865,-0.8442008903001138,0.5358641487384366,0.20640729698271906,0.7037068213838833,0.5175572376128086,0.38837700485321114,0.3724665895887756,-0.2656714449152831,-0.6409134203547981,-0.06678128299742996,-0.8023649415883722,-0.792784928858125,0.44798213783060975,0.5019661823903164,-0.40965242968503907,-0.0012909791144300254,0.20348318984640165,0.3180000441749898
Population aged 65+,-0.5858333281259831,-0.00034612536552150464,-0.00022801202113658804,-0.015356618959537917,0.06210588793632287,0.48127913317984505,-0.4064875375824444,-0.46855798867041876,-0.6391283503264622,-0.5812917095882002,-0.33918625305347855,-0.28815783938151013,-0.6394530555847946,-0.6422151448590122,-0.0708006668939067,-0.7730232021665696,-0.3698288527495197,0.9044516577609844,0.8678957468978143,0.36635003634619284,0.1646990886381543,-0.6084340838637625,0.07185313308912376,-0.8532333244149294,0.6199642342497955,0.7979264079154164,0.6462632971428333,0.16053331692268585,0.47453300759915973,0.9052712064387087,0.9875343266751961,0.8018544891860862,0.7360686094406134,0.6885811921242898,0.9710875338306194,0.9506351255628882,-0.7240337795036453,-0.8794468067882053,0.9543730850031387,-0.6588833126909982,-0.5463963064170081,-0.5356787859324916,-0.5590106243225432,-0.08900275189138124,-0.8513264714635443,-0.33480755862917166,0.905228806091079,0.7585450216537958,-0.5989926189145389,1.0,0.7955718654223387,-0.1517942777380818,-0.07344978468716809,-0.2362924080841643,-0.7669031246071649,-0.5291015821371124,-0.15523508271958877,-0.7838968942110864,-0.43586191386773315,0.09056134668534868,-0.4763555622920553,-0.2378959983158651,0.6859725475371821,0.29762695917916926,0.5964873293343832,-0.47924326558339375,-0.6446674284814253,0.8311365445905264,0.5520009007442097,0.8662868182534684,0.04424304560191194,0.5282339660732015,-0.3933703661579064,-0.26079768682807014,-0.38177452158548014,-0.6832878651395302,-0.20894790431906857,0.8144095863819264,0.5621743509121053,0.9134534361563473,0.908014978883492,-0.24068737972206458,-0.32120818986640187,0.5884015434554719,0.7234659032017002,0.09923494546967926,0.12427808437957352
"Population density (1,000 persons per square mile)",-0.793633953744844,-0.00042475659257193443,-0.00014778150261586534,-0.015553415551770365,0.1558142492955944,0.8587046634247844,-0.0008631280753940077,-0.8253090636817296,-0.670229612769054,-0.8627555345112221,-0.4881490423587591,-0.7266495515663774,-0.7927816548541703,-0.13006152476292668,-0.653069012955629,-0.9156970597315031,0.06242156731504233,0.7352856058750717,0.8842530416860653,0.6465778727207899,0.694529897491562,-0.06633164221223818,-0.3440264989446015,-0.9649196884954317,0.10053167817214749,0.49257140616726164,0.16020699035933222,-0.37684299634481616,-0.09712135209201123,0.9083183760077467,0.8057209725336242,0.3691315439581363,0.4868107850400152,0.42362507704074587,0.833144202940561,0.8461574634126195,-0.2677350422505139,-0.6683933606675235,0.8999232752025456,-0.8762224057834342,-0.8711429016623828,-0.8835416689458094,-0.8823756302365742,-0.17512552122470262,-0.4779682468605331,0.050992613621112126,0.5602893197346219,0.41302034525284953,-0.13377600909388696,0.7955718654223387,1.0,0.4305195793468061,0.4795313335010305,0.36221229077995065,-0.9266448422237614,-0.8834511536373936,0.3258488355313183,-0.35389134156121355,-0.7718677665336962,0.5743989326099861,-0.46690331905882676,-0.7004541278791716,0.5267482416605627,0.49595139044901876,0.8889994645370756,-0.8411904926873394,-0.888642130306617,0.9185890072915002,-0.03952766885867581,0.6049945285588051,0.5122755049320036,0.8059056572224945,0.1352444413492978,0.25070274905862433,-0.23753089684764683,-0.8181600670307625,-0.6587621503327379,0.7542551580702636,0.8985104015751185,0.5198183749750361,0.526201476511925,0.27597744409101777,0.12969649997603463,0.7132856975455997,0.9712510004275369,0.29738508426837,0.3972647005006184
Poverty rate,-0.3691137620824794,-8.285293114135738e-05,0.0003439015729859379,-0.013511824005842029,0.47684602926550473,0.5654841418491976,0.7588685268441009,-0.5166608524238123,-0.3351912767005439,-0.6098442983595622,-0.4078067989265534,-0.8369258155027419,-0.48558062896871323,0.6670282146745786,-0.9239704244816945,-0.43693221157722073,0.7964147214724911,-0.18724550728067274,0.24552444890895184,0.5436177712190879,0.9122294127714851,0.8116645781965167,-0.8642334504256872,-0.3564803535617783,-0.7455638661866261,-0.3631958053196804,-0.7179047703642163,-0.9838820407805162,-0.9267730731048738,0.19184065492165392,-0.12373104117614644,-0.6494564841405868,-0.2737707325880822,-0.3181204187830852,-0.12619032066507246,-0.02388613401680301,0.4687853588962044,0.09978738582026388,0.068102899140814,-0.5420329324900521,-0.610682692317055,-0.6142504879426945,-0.6240822023230438,-0.15654859553799377,0.29806087072981363,0.7872179100550941,-0.3896206313910762,-0.6003839125407455,0.6792005497772639,-0.1517942777380818,0.4305195793468061,1.0,0.9899037969390759,0.9906685871011476,-0.41763817208664017,-0.6174316394106331,0.7574918173229844,0.623264098603794,-0.4764781987463764,0.9330145481650398,0.13494958744519678,-0.7182069116456373,-0.1439129332749331,0.3165607074522652,0.5880806313339474,-0.5405231130744906,-0.5778771598957987,0.25742909592086344,-0.8420281912130578,-0.28222091080996603,0.8798449660161622,0.6361433035637617,0.8929149780278094,0.9239864662920179,-0.07549473726865838,-0.4050543264565474,-0.8846653622640782,0.08333543086761135,0.6389889069121599,-0.4127485900776558,-0.4150032010464807,0.8981250531610486,0.8549716434067393,0.3776170817734667,0.5695073996456413,0.24865891668721066,0.4001319121787434
"Poverty rate, population aged 65+",-0.4039564017539719,0.00024760817384779853,0.00038268943022895887,-0.016272177163890695,0.4868053701306995,0.5456800171115587,0.6976956362741112,-0.48362888274737786,-0.3668814136739765,-0.6347609824495261,-0.39126889257763603,-0.8278833076540669,-0.5177864201353506,0.573837466334611,-0.9050149109503023,-0.5080519220416725,0.7632650591913277,-0.16094721572007625,0.3053108010444834,0.638918628273336,0.895443547069633,0.7382496991480364,-0.8980224007351063,-0.40425642925327987,-0.7185976525326075,-0.3430548211861177,-0.6935067716041767,-0.9907264004158461,-0.9085145125085666,0.24453726646290624,-0.049836568750785015,-0.609260896369373,-0.2686216284988024,-0.3218289053072124,-0.07118470549605256,0.027464851650023096,0.41818072625105085,0.06065604558031497,0.12124215279083524,-0.5659920518813991,-0.6039665540086796,-0.6042320228165862,-0.6263980070859368,-0.07009142560498775,0.19042889315708528,0.7489713099603849,-0.3368314103600353,-0.5875743966704641,0.6613243604885196,-0.07344978468716809,0.4795313335010305,0.9899037969390759,1.0,0.9718214280758978,-0.4514503108140534,-0.612066920796786,0.6855161194554029,0.5391096072825339,-0.4306210497381413,0.9309927778628332,0.200439338501863,-0.6687613878528645,-0.10093863058996257,0.3296602455659322,0.5911799617388479,-0.5130309428091999,-0.600507807966016,0.27922838001931866,-0.8052610205735857,-0.2554217450179698,0.8587652772181535,0.6604484243735718,0.8365960976644761,0.8905356436085904,-0.16643743943710737,-0.44417041625343473,-0.8906441374413094,0.1073851428625811,0.6472098594820049,-0.32585069989065435,-0.3235586860971548,0.8512127376870997,0.8507963644559446,0.37831236494057197,0.626813372393176,0.2240860632507385,0.39269464781752955
"Poverty rate, population under 18 years old",-0.30711796260939017,-0.0001805047074487407,0.0003058658337628585,-0.00965969884328733,0.39309363729730784,0.5151839459070234,0.7463511889742953,-0.47472999832700263,-0.21867977743612985,-0.5120029588196812,-0.3007742963572259,-0.7777739003429603,-0.3747605247423018,0.7494267088206104,-0.901945627596167,-0.330609102849936,0.7559739214912596,-0.2744961757731499,0.1329888766474821,0.493978091390066,0.8769205657799245,0.8282069045364855,-0.8661088741980021,-0.2754609146186979,-0.8199098741454918,-0.4621421538758775,-0.793961238454388,-0.9658115250556385,-0.9523748914199921,0.0889331743711269,-0.2209832038313707,-0.7184348053015372,-0.373914019783797,-0.413163970153091,-0.20732797488550173,-0.12305800850883204,0.5650783885736316,0.1822451150041186,-0.02291596919646741,-0.4471162656180688,-0.5403620916812221,-0.5528243747217648,-0.5467647600082275,-0.10319461728923322,0.40286236857982444,0.7632696522338929,-0.48899221522633185,-0.6427774336915963,0.7620349895607396,-0.2362924080841643,0.36221229077995065,0.9906685871011476,0.9718214280758978,1.0,-0.31859382369033273,-0.5482107154838528,0.7221562311907115,0.6523487059067711,-0.45674423834916167,0.8823078068214696,0.16372382459348514,-0.7049328261268538,-0.2679143173241742,0.2157651441486607,0.5112115126684682,-0.4926652513356456,-0.489334371259221,0.17092024741987377,-0.8991465971784254,-0.3792508456191233,0.8756992140713696,0.6041180626779022,0.9143442036375291,0.8968467981932021,0.0468861122629007,-0.2869853364851519,-0.8182584118983726,-0.027155450480344356,0.561244316492589,-0.5126039000828285,-0.5150145127133069,0.8692574275202128,0.8144456580719499,0.27067846793501643,0.49845481600860986,0.27578592053795625,0.4209329874617494
"Pre-foreclosure notice rate (per 1,000 1-4 family and condo properties)",0.750460548004192,0.0007373739244866751,2.6329815583950884e-05,0.021577586208360307,-0.4367645378957928,-0.8593059551565174,-0.19424355676018554,0.8314811694877212,0.8832533130574018,0.9629272611915423,0.7721996012106983,0.8102805047138949,0.9518998800865927,0.18499262122110005,0.6255823276147278,0.9497537577511496,-0.2624631267146977,-0.8024194670957904,-0.9671094273483191,-0.4942451711086777,-0.7133680857985049,-0.03546114034985016,0.26904860552191795,0.9585211223045262,-0.25270445535957353,-0.663373107919328,-0.30269837614497264,0.38106332725422887,0.0524797032072608,-0.9645339392169504,-0.8161886060295888,-0.41498665105318,-0.6925769464594643,-0.6395676513395828,-0.8101817436013974,-0.89260569972364,0.45528728224764914,0.7583125088974229,-0.9143266320361421,0.9786392628765334,0.9379292672177465,0.9200379171691071,0.9525382452593967,0.4680352828430521,0.5445790244221425,-0.2394815195667739,-0.6644019164192607,-0.40572783412736646,0.31475818919105847,-0.7669031246071649,-0.9266448422237614,-0.41763817208664017,-0.4514503108140534,-0.31859382369033273,1.0,0.9293400056096152,-0.5032986056090162,0.2122363352318075,0.7519976993740098,-0.6578553117887712,0.5499944897616617,0.697144506431909,-0.7083533388239793,-0.6473697779924463,-0.9592059403677211,0.854057645533667,0.9720696613589562,-0.9695098627427048,-0.07872954362613294,-0.7389553085328848,-0.5114446025652534,-0.7503551874195401,-0.1829313029009112,-0.37969807379320936,0.43509746678460803,0.9616614927059596,0.754021348055983,-0.9162880054111628,-0.95290900928707,-0.5808944212239756,-0.5705370206335795,-0.42132602614400094,-0.2673160328861583,-0.9212773004570579,-0.9163268499166922,-0.19576208340977863,-0.2691146085347162
