,Unique ID,Month,Day,Hour_Interval,Born in New York State,Car-free commute (% of commuters),Disabled population,FHAVA-backed home purchase loans (% of home purchase loans),Foreign-born population,Higher-cost home purchase loans (% of home purchase loans),Higher-cost refinance loans (% of refinance loans),"Home purchase loan rate (per 1,000 properties)",Home purchase loans in LMI tracts (% of home purchase loans),Home purchase loans to LMI borrowers (% of home purchase loans),Homeownership rate,Households with children under 18 years old,"Housing choice vouchers (% of occupied, privately owned rental units)",Housing units,Income diversity ratio,"Index of housing price appreciation, 5+ family building","Index of housing price appreciation, all property types","Index of housing price appreciation, condominium",Labor force participation rate,Mean travel time to work (minutes),Median household income (2018$),"Median household income, homeowners (2018$)","Median household income, renters (2018$)","Median rent, 2- and 3-bedrooms (2018$)","Median rent, all (2018$)","Median rent, asking","Median rent, recent movers (2018$)","Median rent, studios and 1-bedrooms (2018$)","Median sales price per unit, 1 family building (2018$)","Median sales price per unit, 2-4 family building (2018$)","Median sales price per unit, 5+ family building (2018$)","Median sales price per unit, condominium (2018$)",Moderately rent-burdened households,"Moderately rent-burdened households, low income","Moderately rent-burdened households, moderate income","Notices of foreclosure rate (per 1,000 1-4 family and condo properties)","Notices of foreclosure, all residential properties","Notices of foreclosure, initial, 1-4 family and condo properties","Notices of foreclosure, repeat, 1-4 family and condo properties",Percent Asian,Percent Hispanic,Percent black,Percent white,Population,Population aged 25+ without a high school diploma,Population aged 65+,"Population density (1,000 persons per square mile)",Poverty rate,"Poverty rate, population aged 65+","Poverty rate, population under 18 years old","Pre-foreclosure notice rate (per 1,000 1-4 family and condo properties)","Pre-foreclosure notices, 1-4 family and condo properties",Private eviction filings,Private eviction filings per 1000 private rental units,"Properties entering REO, 1-4 family",Public housing (% of rental units),Racial diversity index,"Refinance loan rate (per 1,000 properties)",Rental vacancy rate,Residential units within 12 mile of a subway station,Residential units within 14 mile of a park,"Sales volume, 1 family building","Sales volume, 2-4 family building","Sales volume, 5+ family building","Sales volume, all property types","Sales volume, condominium","Serious crime rate (per 1,000 residents)","Serious crime rate, property (per 1,000 residents)","Serious crime rate, violent (per 1,000 residents)","Serious housing code violations (per 1,000 privately owned rental units)",Severe crowding rate (% of renter households),Severely rent-burdened households,"Severely rent-burdened households, low income","Severely rent-burdened households, moderate income",Single-person households,"Students performing at grade level in English language arts, 4th grade","Students performing at grade level in math, 4th grade","Total housing code violations (per 1,000 privately owned rental units)",Unemployment rate,Units authorized by new residential building permits,Units issued new certificates of occupancy,Entries,Exits
"Median household income, homeowners (2018$)",-0.3853929846729994,-0.0011175673440998895,-0.0002410566975931942,-0.012479564999069707,0.22106004765890735,0.3972998114814236,-0.23869853250441017,-0.4219465228646152,-0.7019529200688622,-0.4971872604324428,-0.595735570463163,-0.19606957998338323,-0.6175986311128864,-0.656912542861685,0.11549900877963573,-0.5532194081096752,-0.23094813766109779,0.936970946288852,0.7548520833467556,-0.0964341343026743,0.010123086948846682,-0.49299099102644833,0.4461416929813572,-0.6260044958798952,0.8813428304814286,1.0,0.9012057996315886,0.3851554512499862,0.6735248321126653,0.784130797799263,0.8430320248723205,0.8945817901029027,0.9885675390772137,0.9820983191721904,0.8302942234511255,0.8725393206974671,-0.8847941166826321,-0.8531471929268897,0.808236007259106,-0.5744636918585685,-0.47789451923751297,-0.4417761152591035,-0.4764990444575498,-0.5470982402801642,-0.733068532562091,-0.23227315807625448,0.9664152455650726,0.8353164235821641,-0.9067506391033161,0.7979264079154164,0.49257140616726164,-0.3631958053196804,-0.3430548211861177,-0.4621421538758775,-0.663373107919328,-0.4458630978209213,0.03926632734988582,-0.5573107263450928,-0.37800632142680013,-0.028788759083787502,-0.7155913718230066,-0.1543293181590369,0.8489055348562509,0.42530180259744893,0.5130358778877058,-0.42509641556616107,-0.53201011983911,0.7538468980841052,0.7685642156788416,0.9887257350114357,-0.14932182353184434,0.21299841544088285,-0.4350038388413924,-0.24778303934081208,-0.40925648852756424,-0.6659669974944565,-0.09951279831610971,0.8963945694252133,0.45107152882303525,0.8609426892486464,0.8365782372024567,-0.1731538230224228,-0.32346319526021133,0.7141829550367421,0.3867221169289702,-0.037478739017670536,-0.10858507904018144
"Median household income, renters (2018$)",-0.13114270198289743,-0.0004499668428249741,-0.0002960826004096738,-0.004056478475475883,-0.04440202322767912,0.03246802820743361,-0.5289495083394286,-0.06085687663305888,-0.3698273475534436,-0.10632423142287382,-0.27657046554662446,0.2427596389263941,-0.24442417682042217,-0.8263380811688955,0.4997451244934649,-0.23256422510316305,-0.49694064035090196,0.7655477139783693,0.4545105447008006,-0.2672510958745115,-0.41358388816680036,-0.7179871168488038,0.7391835690456723,-0.28094006563674584,0.9946703077508274,0.9012057996315886,1.0,0.71907227414951,0.9068437996560862,0.48972028591813954,0.6799628154800128,0.954527173857937,0.8504531045633497,0.8644346221086312,0.6618490621295794,0.6533510654621348,-0.8574834486342978,-0.6345676589030473,0.5540360554194472,-0.17428153908161226,-0.06322523117247615,-0.032743230494421086,-0.0640146884644788,-0.3169983443253757,-0.6910810228869867,-0.5322921799647267,0.8899178242125639,0.8697099379916683,-0.9929437700738115,0.6462632971428333,0.16020699035933222,-0.7179047703642163,-0.6935067716041767,-0.793961238454388,-0.30269837614497264,-0.04748560295369791,-0.30578013906023155,-0.6788671629297353,-0.02120432653308197,-0.44065139911194545,-0.5530595000738385,0.2502158742626846,0.7453809702439197,0.24855649307456518,0.10028958034564929,-0.057160621362150436,-0.12253008927819457,0.42520675279484954,0.9470300083841264,0.8488837089051501,-0.5531351243444032,-0.1835665791643634,-0.7524350369672484,-0.5924569164170348,-0.33798231140811213,-0.33541707507361473,0.3171315582804674,0.6222716858512799,0.04373073105520333,0.8314789297411855,0.8230528289000161,-0.5268567999688815,-0.5848111776779625,0.3602768032962686,0.018815490003372022,-0.17812186858120707,-0.29183913112946525
"Median rent, 2- and 3-bedrooms (2018$)",0.32069508573116434,-0.000288715084291466,-0.00045711313042199963,0.017230162507296237,-0.5580806072496266,-0.45646177371008095,-0.7625065753101965,0.3945396742187433,0.3555981849835035,0.5834149909108065,0.39977956282912946,0.796452150578821,0.4861548984924156,-0.5896820186601012,0.8571945691655428,0.4425758250397887,-0.8241272559453026,0.24311536575002055,-0.24182088255775971,-0.5787435241125231,-0.8552770914489979,-0.7839631872409527,0.9056998307481374,0.31877029412602986,0.7337731119322836,0.3851554512499862,0.71907227414951,1.0,0.9310637779119955,-0.16835583683671448,0.13310514057751327,0.6711362334064567,0.3027980118906026,0.35130829504580413,0.1712070412758019,0.056130289498690505,-0.41811953759597265,-0.11093975251953975,-0.03211435921046363,0.5136689311698601,0.5378173642831608,0.5291277922360981,0.5621621118396171,0.08741325765409223,-0.21657053781174113,-0.8155366149897644,0.39088655586453075,0.6710439265709192,-0.67686604834569,0.16053331692268585,-0.37684299634481616,-0.9838820407805162,-0.9907264004158461,-0.9658115250556385,0.38106332725422887,0.5379785919977974,-0.6934242846802938,-0.6162824562090412,0.3414214370661838,-0.9260023470469387,-0.2722273674845939,0.6050636710471428,0.13590914727816836,-0.30131849239709335,-0.525934395040165,0.42586463682065456,0.5449539651509612,-0.19443545630861847,0.808621172487345,0.31133858670790177,-0.8440702834832763,-0.60060474765073,-0.8651516530806145,-0.9240758196047316,0.2034386044222469,0.3991830687187345,0.8756248170854954,-0.05648905479081566,-0.5794479923745638,0.3730443439604286,0.37558140795848816,-0.8779820467526599,-0.9029314151756629,-0.34942228847901236,-0.5439647109967459,-0.17539598198301132,-0.3392121145608995
"Median rent, all (2018$)",0.11176366131588522,-0.00047212050533036623,-0.0004137435262669438,0.006838913729263125,-0.3432811601095143,-0.2613920812562769,-0.7326472024658789,0.209919419109818,0.006732772835150106,0.2842803481825357,0.1324056207399432,0.5771958547286377,0.1480071763976262,-0.7712776964342418,0.7571002951005777,0.11328086889777277,-0.7755001213731766,0.5391950328071684,0.11511491214803717,-0.4430006932537126,-0.700412798755743,-0.8692764943728734,0.8355512472452111,-0.0057640623662487235,0.9183043071077478,0.6735248321126653,0.9068437996560862,0.9310637779119955,1.0,0.17972575230005977,0.4582039327509394,0.8781639024490385,0.5918700577128372,0.621327621084919,0.46649448126623316,0.38664123202116674,-0.7028160019693998,-0.4403974249508614,0.29929257232729023,0.19170291028187522,0.2744625714877456,0.2846833320130671,0.28918982029617013,-0.05231126118326342,-0.5258655332917178,-0.7520407507514532,0.6947217343752367,0.8346834818165109,-0.8677416454811143,0.47453300759915973,-0.09712135209201123,-0.9267730731048738,-0.9085145125085666,-0.9523748914199921,0.0524797032072608,0.2925055775370013,-0.6126150044100311,-0.7621154650305784,0.18228619422235465,-0.7533332113882136,-0.40882428507167173,0.47109499816465306,0.4158117574209765,-0.12467461882144602,-0.2430059003307961,0.23038114643896274,0.2316205582496388,0.12212186968534106,0.9547676808506832,0.6178131144609346,-0.7266093938606512,-0.3651864465734865,-0.8788563959405836,-0.8545597140746336,-0.045072300473495176,0.06801159531467135,0.665742147873112,0.28641114598366696,-0.3098560895493092,0.6736114634523319,0.665683435890942,-0.8055962132531895,-0.8484308143491984,-0.032833453248656684,-0.2547758340939192,-0.16911249069568446,-0.31318230410148296
"Median rent, asking",-0.7120917603855972,-0.0006614722921630127,-9.496397121237903e-05,-0.02105096760574699,0.34397240508198157,0.7409121712040505,-0.023910757682868364,-0.7191116842310298,-0.8595986241444084,-0.8651756596106539,-0.6707826992331051,-0.6413985649514657,-0.8934577626115358,-0.4015574877163064,-0.4141575698429093,-0.9299195540478566,0.034184025150856986,0.9001235827850212,0.989647965065484,0.4410959930065126,0.5172275486342832,-0.22601417282326272,-0.12606337650496607,-0.9642627929466813,0.4491185993918608,0.784130797799263,0.48972028591813954,-0.16835583683671448,0.17972575230005977,1.0,0.9362297020230456,0.6116423760269064,0.780961284259474,0.7290008768373326,0.9197732385956355,0.9731242670299943,-0.6269669908151311,-0.8673064138297015,0.9835067596946282,-0.9094742929410677,-0.8293461790508185,-0.8086675131243688,-0.8443702632142428,-0.37478589646213306,-0.7184587533515929,0.03451870259786703,0.821069206196833,0.5785013778388616,-0.4826733841373632,0.9052712064387087,0.9083183760077467,0.19184065492165392,0.24453726646290624,0.0889331743711269,-0.9645339392169504,-0.8127536687497305,0.2723496291143106,-0.44940172873305395,-0.6520338020619291,0.46136502476573,-0.5597195465766065,-0.5352372765757843,0.7641601055109144,0.5523229643185897,0.8649581899368207,-0.738815406775527,-0.8963169004159152,0.9698585015813485,0.3068577417409274,0.8550532489256336,0.3380592830966949,0.6876751970413463,-0.04838748264588407,0.14345258177997355,-0.4669165360943742,-0.9152772996269366,-0.5739645327096821,0.9471853989678737,0.8433707748925273,0.7664242583718129,0.7547135929231529,0.18025437897033672,0.04861222312798834,0.8595646910232148,0.8741778108409044,0.1486339164488473,0.2009490285392091
"Median rent, recent movers (2018$)",-0.6234201076962602,-0.00019008322285610585,-0.00019648925728656466,-0.016774713218551885,0.11582728838219115,0.536199693046268,-0.3585163188108127,-0.515348777135774,-0.6969335827763675,-0.650900896350338,-0.44521267030450334,-0.3351891269731963,-0.7016112000165029,-0.6584562179799696,-0.11687127949178544,-0.8191216755445735,-0.2800407482920075,0.9328111651506549,0.9102338798213808,0.38806565395735443,0.20456121013765607,-0.5442729474240728,0.1086854197394089,-0.8585727649209893,0.6462524769034801,0.8430320248723205,0.6799628154800128,0.13310514057751327,0.4582039327509394,0.9362297020230456,1.0,0.8128501471433396,0.7917301722324448,0.7454851003635881,0.9787637781033801,0.9791569427091992,-0.7333874064427909,-0.8632117838799156,0.9673338347177455,-0.706310008664016,-0.5942916389596152,-0.5789054330215261,-0.612639014647485,-0.1718330259429237,-0.8505462076337216,-0.2918328191029667,0.9282018246077237,0.7561896131992256,-0.6481108869593541,0.9875343266751961,0.8057209725336242,-0.12373104117614644,-0.049836568750785015,-0.2209832038313707,-0.8161886060295888,-0.5872614039115768,-0.062442380868024165,-0.7227331393506109,-0.4516922655948912,0.1379297331397665,-0.5106065553904893,-0.25628340869502475,0.7882046081613963,0.43738612160422435,0.64171594162345,-0.5306421432423668,-0.6854046052564003,0.8635859878127674,0.5497304073412144,0.8995645372281041,0.027718653957386395,0.4874215320496814,-0.38464742659938234,-0.20175703799021893,-0.46065025007927596,-0.7643524136071927,-0.26757032615820503,0.869179228341455,0.6174493673349889,0.9194429344544509,0.919817838595532,-0.17140153926298152,-0.24475107372179203,0.6660089649788844,0.728759608750713,0.06812292436847991,0.09385781849601607
"Median rent, studios and 1-bedrooms (2018$)",-0.28488904763758144,-0.0004107041523730886,-0.00040209559954843075,-0.002932381976212294,-0.18399877721468785,0.17482862055734352,-0.6459963180285136,-0.19726305936976946,-0.35975891370101815,-0.18795395613930505,-0.19240424764537728,0.1734763032019218,-0.28321702410318556,-0.8175106467191049,0.38334819649809854,-0.3605319692576549,-0.6141729360263908,0.8585398135934019,0.5545562347798063,-0.08738474297941033,-0.31413691171400576,-0.7976914155235645,0.6466931726555885,-0.4488313732818118,0.9341958334827638,0.8945817901029027,0.954527173857937,0.6711362334064567,0.8781639024490385,0.6116423760269064,0.8128501471433396,1.0,0.8226507363164793,0.8210049936732073,0.82056021131071,0.7728033372845043,-0.8039700429905722,-0.706343794266618,0.7012810418311969,-0.2611179400791979,-0.17072179719476935,-0.15990080815483654,-0.16982214141452703,-0.18509047949379895,-0.7345920146649323,-0.6384521828345736,0.9318017029539309,0.9560303631678652,-0.9198059592127913,0.8018544891860862,0.3691315439581363,-0.6494564841405868,-0.609260896369373,-0.7184348053015372,-0.41498665105318,-0.16700511180935942,-0.3587064660298691,-0.8283057706393645,-0.16809525019231236,-0.4010259139047913,-0.5967175742929106,0.12866040663210773,0.7260587180136907,0.23177844291375288,0.20880977273299853,-0.19127969644137102,-0.22248429035543787,0.5539813397107878,0.8837233371025113,0.8824617741495329,-0.4676852428610836,-0.013128303538497968,-0.7616783154439986,-0.6345151804918074,-0.25249196005391283,-0.38522988489415927,0.27027103698924354,0.6599581445907572,0.16000991471430762,0.8884750668911405,0.8891143133021483,-0.5728248547273651,-0.657913934179854,0.3607800005887056,0.21031074055459997,-0.06561382446968472,-0.15076130022912626
"Median sales price per unit, 1 family building (2018$)",-0.385150257822631,-0.0013994424998901847,-0.00020886914452482563,-0.013319523266294127,0.31415001700372663,0.4528588867994031,-0.09889290791286581,-0.48276559438775507,-0.754778196674055,-0.5520112767165654,-0.6916441308376139,-0.28944152607473383,-0.6711874797255802,-0.5549897079395658,0.033384132401328676,-0.5549516141677079,-0.10762217939699775,0.9171216252642136,0.7570155871838941,-0.1371275076851039,0.10108373485593584,-0.3644375216336272,0.39908637374838934,-0.6297602002188984,0.8297297533972705,0.9885675390772137,0.8504531045633497,0.3027980118906026,0.5918700577128372,0.780961284259474,0.7917301722324448,0.8226507363164793,1.0,0.9965668329238188,0.782521650776491,0.8488142103874609,-0.8549771225338516,-0.8446941570203939,0.7866663382778392,-0.6270473751219855,-0.5458236813958489,-0.5057350845158038,-0.5406106669559116,-0.6642585431408784,-0.6612139142559073,-0.1035487463198287,0.9223588773375532,0.7730149924907891,-0.8697169689528622,0.7360686094406134,0.4868107850400152,-0.2737707325880822,-0.2686216284988024,-0.373914019783797,-0.6925769464594643,-0.5076965312107533,0.1755328311545707,-0.43060492732746225,-0.44049741800325104,0.06914319408782538,-0.754445324240531,-0.2439021908754678,0.839594486707917,0.4626349386273282,0.5745505671628359,-0.4858762557408325,-0.5851950018399312,0.7724978109898714,0.6988025547738236,0.9742227574262461,-0.05617531713808041,0.24989859602433484,-0.31358423306882155,-0.12460681849296781,-0.39923242974997986,-0.7025801670456557,-0.18985777907435153,0.9199150036611896,0.5095142328492284,0.7882933653328726,0.756723486620384,-0.04242767839221639,-0.2232289405431482,0.784546315008244,0.39353251501211356,-0.019856434675312264,-0.09285277119911826
"Median sales price per unit, 2-4 family building (2018$)",-0.3364002123110656,-0.0015061984923500009,-0.0002301879066397012,-0.01141022529761231,0.2915541489977835,0.4163676144658482,-0.10106309419054071,-0.4538128422285515,-0.7139956674004697,-0.497899202967193,-0.673326064760685,-0.24310432896057235,-0.6210082503631783,-0.5411339857789412,0.0776759356576993,-0.48720371007039176,-0.12240467744543806,0.893886401957824,0.7015808117933046,-0.21176972114645837,0.055298464669552315,-0.3621197588693326,0.4545905171576177,-0.5709963785698996,0.8453345129048071,0.9820983191721904,0.8644346221086312,0.35130829504580413,0.621327621084919,0.7290008768373326,0.7454851003635881,0.8210049936732073,0.9965668329238188,1.0,0.7423703189633558,0.8068848297169003,-0.8465279352663058,-0.814327302359164,0.7385700383349567,-0.5747971198000762,-0.5025865243512972,-0.4629588815468674,-0.49333120384498313,-0.6898969941004486,-0.6180514509897302,-0.11705265257923146,0.901636254997483,0.7779743454104439,-0.8861364590992716,0.6885811921242898,0.42362507704074587,-0.3181204187830852,-0.3218289053072124,-0.413163970153091,-0.6395676513395828,-0.4635035155402626,0.16911753773887434,-0.4089276771664502,-0.41841431929757406,0.021080298646071145,-0.7718810813286726,-0.21660598675347123,0.8171386821894147,0.4363978065294804,0.527871356657381,-0.4536700158200714,-0.5314980015093309,0.7294990815874178,0.71732916252973,0.9585284545042975,-0.09549857932977417,0.19290251745156026,-0.3282640892737002,-0.15057687381345203,-0.358572381169102,-0.6524065476266566,-0.13846470915078246,0.8883709131550724,0.45895727673238396,0.7560468778837721,0.7227222412801965,-0.06275595386243175,-0.2537019675239182,0.7531429122742865,0.3229755710075616,-0.029646149828282717,-0.11762399198254635
"Median sales price per unit, 5+ family building (2018$)",-0.6491034190665421,-0.000556646732440931,-0.0003327569519703706,-0.011274359011384199,-0.015275169249886459,0.6206654632101862,-0.3889058438863103,-0.6154965183783979,-0.6219833057156254,-0.6316465094562251,-0.3994239260444444,-0.33812766783656256,-0.6492133479352894,-0.5639808108125972,-0.1638189719446754,-0.7708677436157354,-0.3414591197154702,0.9596464193649269,0.8691781506234331,0.33802294974227404,0.2340782739545231,-0.5276105035565721,0.1627668261680924,-0.8626197504898013,0.6152399625709546,0.8302942234511255,0.6618490621295794,0.1712070412758019,0.46649448126623316,0.9197732385956355,0.9787637781033801,0.82056021131071,0.782521650776491,0.7423703189633558,1.0,0.9769765012741778,-0.6479413094292618,-0.8410424629151061,0.9707905196702659,-0.6893394428886512,-0.6306734595078866,-0.6319174611356331,-0.6358203995027174,-0.20682943596874168,-0.735601282250735,-0.35095225340571135,0.8979148195838983,0.8227575479840221,-0.6222673291943991,0.9710875338306194,0.833144202940561,-0.12619032066507246,-0.07118470549605256,-0.20732797488550173,-0.8101817436013974,-0.6325221728332127,-0.029128530310509944,-0.7216138679309543,-0.5721565572986758,0.10898870550749311,-0.6361681958593479,-0.35205054422492194,0.73709850939774,0.41355714726320936,0.6652773633367054,-0.620902647685303,-0.675143882810998,0.8909681300756164,0.5049429651710281,0.8945097191953578,0.04440841257757664,0.5004571532351043,-0.36856521443993007,-0.23154402881700825,-0.28486434943630096,-0.719774050254554,-0.23629309669641183,0.8505272972684688,0.6389976310442317,0.8503959085579881,0.8525533378282673,-0.1815819471840504,-0.3243015450985575,0.6433725564883698,0.7233951351646427,0.14923194904346035,0.1596209982108723
"Median sales price per unit, condominium (2018$)",-0.6675448085669206,-0.0006375680059543388,-0.00021654317794665806,-0.0165521989909232,0.18638114887147525,0.6675551922654167,-0.21676132678958612,-0.6565604675226289,-0.7700922283743921,-0.7481261312943027,-0.5787839565384963,-0.46649116361049675,-0.7852697041489849,-0.5373653541322592,-0.24256224732815326,-0.846290752000507,-0.15754330313800616,0.9681535798618315,0.9446038395236206,0.3409064709544299,0.3361409717491883,-0.4017367708434164,0.09110470243359672,-0.9022743641968104,0.6105471682821909,0.8725393206974671,0.6533510654621348,0.056130289498690505,0.38664123202116674,0.9731242670299943,0.9791569427091992,0.7728033372845043,0.8488142103874609,0.8068848297169003,0.9769765012741778,1.0,-0.7006055887396503,-0.8794579048007253,0.9888032160374423,-0.7998113493854501,-0.7217548376087163,-0.706713235580838,-0.7324025730897835,-0.346061464214251,-0.759780101996958,-0.17256731892494626,0.9120806773949944,0.7452486924849332,-0.6360502474441183,0.9506351255628882,0.8461574634126195,-0.02388613401680301,0.027464851650023096,-0.12305800850883204,-0.89260569972364,-0.7130403666766918,0.12309244045817569,-0.5963965902054567,-0.5937040005570413,0.2529030188408273,-0.6357518820919473,-0.41099018973463364,0.8138636382091601,0.5189448843006416,0.7582407272664954,-0.6694430498393034,-0.779820671454457,0.9401137810211521,0.47754080905674157,0.9282926732389312,0.13711120968145293,0.5460829950937516,-0.25558550870181895,-0.0703224802024271,-0.41577922212659596,-0.8384858602088482,-0.3810689214132907,0.938560662439501,0.7305080101256962,0.8508658752942833,0.8448588095021773,-0.01982761317070797,-0.15768043124301945,0.7830021612546285,0.765838323748601,0.11642390372945277,0.1346456017661535
Moderately rent-burdened households,0.1440572738186289,0.0008110758707219668,2.4012571247483493e-05,0.017935279287795362,-0.3718451746392354,-0.023137129703566045,0.23571004759117786,0.04309353661527641,0.6574666189402203,0.28791065904261093,0.44674692594857707,0.015170030498393333,0.4995191936390603,0.7656819640168792,-0.37809803339678205,0.41723474570935765,0.26789093514408985,-0.7346952557922278,-0.625799506089098,0.17451142511968487,0.2079090443410453,0.6096793077211203,-0.3345641925407338,0.46755554536650484,-0.8847918401308337,-0.8847941166826321,-0.8574834486342978,-0.41811953759597265,-0.7028160019693998,-0.6269669908151311,-0.7333874064427909,-0.8039700429905722,-0.8549771225338516,-0.8465279352663058,-0.6479413094292618,-0.7006055887396503,1.0,0.839255432345709,-0.6451824386483506,0.40355141667207517,0.21071401697731393,0.14824472806164837,0.21921244753954247,0.3535416045118101,0.8660091120165188,0.1793251012873091,-0.9020802825074008,-0.6560132574487124,0.8569334387648041,-0.7240337795036453,-0.2677350422505139,0.4687853588962044,0.41818072625105085,0.5650783885736316,0.45528728224764914,0.13718154147643194,0.2081542331627545,0.5935100172364696,0.02968652697245482,0.13240692822311143,0.3786544093441113,-0.14017374038610642,-0.6832995774998741,-0.14306086319604455,-0.2705682109768621,0.05290008018865731,0.3582146944526261,-0.5179572681493086,-0.8659688934317904,-0.8615460318200259,0.20890221391201322,-0.150630980314679,0.4784330842268046,0.31633696730514527,0.5508525876838584,0.4886011681701557,-0.03388016828572062,-0.7369729605871812,-0.1879600897884701,-0.8937578605300435,-0.8504274226227982,0.29647538497933273,0.32423493323810193,-0.5345360461690952,-0.23687153562916552,0.1725307501617473,0.2371064821025894
"Moderately rent-burdened households, low income",0.43295008227822296,0.0017423201987071867,0.00016250893507660492,0.017925812416264165,-0.3598859763889209,-0.4493422805793172,0.07853968223224939,0.48017824396952147,0.7921823613786257,0.5891535874620376,0.5342785882894221,0.41065439281929916,0.7243276486600906,0.45772916643373013,0.061094326551268646,0.6639075756124286,0.18754220526244222,-0.87755701157301,-0.8314336420833266,-0.029995198912486094,-0.23485624411120784,0.43592552375115456,-0.010651170570003839,0.8268433282826285,-0.6340876001560455,-0.8531471929268897,-0.6345676589030473,-0.11093975251953975,-0.4403974249508614,-0.8673064138297015,-0.8632117838799156,-0.706343794266618,-0.8446941570203939,-0.814327302359164,-0.8410424629151061,-0.8794579048007253,0.839255432345709,1.0,-0.8911721699761954,0.7255849148866536,0.6149298114514326,0.5797868622743948,0.6047809598645183,0.4268253012452437,0.7640836766166413,0.031574013045714805,-0.8773434580777637,-0.6726066283537846,0.6127229120117346,-0.8794468067882053,-0.6683933606675235,0.09978738582026388,0.06065604558031497,0.1822451150041186,0.7583125088974229,0.538194416771859,-0.04622706937530364,0.5607644861270902,0.5099225134816536,-0.20928200067380262,0.5917530622311874,0.3615954743706348,-0.5902751418522416,-0.15390776234588105,-0.6604540284403342,0.48258935237817197,0.7097530508260589,-0.8357436132264103,-0.5677763079054952,-0.9050969392621773,-0.2421480174575191,-0.6263410014547997,0.15279888958994606,0.07259832769395498,0.3224199949542604,0.6733617231627936,0.29728057520536927,-0.8858642517012147,-0.574313094722367,-0.8171797490825168,-0.7646941712079053,0.04038981140117448,0.2247239075655486,-0.7312062707897725,-0.6401751528455183,-0.11639413552341239,-0.09737648519910796
"Moderately rent-burdened households, moderate income",-0.6910509412662333,-0.0007964692955448976,-0.00021158079380638985,-0.0169379017693891,0.1957804493587539,0.7037245070778799,-0.1707717054852035,-0.6941369864580414,-0.7709050521678747,-0.7736779814044374,-0.550501411629569,-0.5325989440564081,-0.8011743831403753,-0.45094152057847087,-0.31844539412937173,-0.8694714436157057,-0.1401270702596193,0.9397858504578659,0.9507456144137186,0.38734376972603823,0.41583865987474644,-0.3621932789034109,-0.030836814141551466,-0.9509367037898812,0.5124682990424013,0.808236007259106,0.5540360554194472,-0.03211435921046363,0.29929257232729023,0.9835067596946282,0.9673338347177455,0.7012810418311969,0.7866663382778392,0.7385700383349567,0.9707905196702659,0.9888032160374423,-0.6451824386483506,-0.8911721699761954,1.0,-0.8353747679790342,-0.7666537100879577,-0.7562128272105038,-0.7738576708570318,-0.3084091255934567,-0.7301733031908507,-0.12061730959328343,0.8609142633134682,0.6922842542280405,-0.5288631170898184,0.9543730850031387,0.8999232752025456,0.068102899140814,0.12124215279083524,-0.02291596919646741,-0.9143266320361421,-0.751193939296973,0.14280781571886247,-0.5793335936678464,-0.6505383105384509,0.3250566045302567,-0.610139983057446,-0.48964504115238344,0.7280577254039798,0.4545123234446822,0.8023632989858327,-0.7058559452963399,-0.8246133452277408,0.9588711473189693,0.3875790701737692,0.8832657706457828,0.2526758779844001,0.6574027138129273,-0.16282494577230025,-0.012246048823689256,-0.36046245330891236,-0.8318947216007618,-0.44074106328671453,0.91824725577565,0.7722279427191238,0.8068344390966776,0.7960974263472635,0.029338438937415685,-0.12470108968275519,0.7766816488307555,0.8362746542371785,0.1742430178975275,0.20845511339091324
"Notices of foreclosure rate (per 1,000 1-4 family and condo properties)",0.6955661530025509,0.0010004998118406854,-7.20585686991431e-05,0.023738330784712075,-0.578899519074355,-0.8419223449087296,-0.38059307270409853,0.8180721551163536,0.9181746147617073,0.9778108427441827,0.8262793701246034,0.89745788193677,0.9790686536509166,0.04539970412930958,0.6932453945128781,0.9178808314111764,-0.41297233374333275,-0.6982094554488236,-0.9247282469855114,-0.4533352424433743,-0.7989815316917376,-0.18682356966861652,0.4056326889606111,0.9282816935609066,-0.13480918122438845,-0.5744636918585685,-0.17428153908161226,0.5136689311698601,0.19170291028187522,-0.9094742929410677,-0.706310008664016,-0.2611179400791979,-0.6270473751219855,-0.5747971198000762,-0.6893394428886512,-0.7998113493854501,0.40355141667207517,0.7255849148866536,-0.8353747679790342,1.0,0.9602406737977172,0.934119978930251,0.9720605132524686,0.5310185068671966,0.46347664502455604,-0.4269354767489672,-0.5551447091289573,-0.2496527590659495,0.19832250557927378,-0.6588833126909982,-0.8762224057834342,-0.5420329324900521,-0.5659920518813991,-0.4471162656180688,0.9786392628765334,0.9341339346934368,-0.6126188079928737,0.05149207099043539,0.7538400754903302,-0.7768872483814961,0.4875283992181547,0.7570099685872621,-0.6104601792263056,-0.5976345202481014,-0.9786438162546838,0.8420195329059478,0.9976858892737157,-0.9246788596748071,0.03356544262651356,-0.6507635770107798,-0.6505395142428871,-0.8121032149204439,-0.3583772588212768,-0.5366228618099838,0.4307767098150596,0.9472137146652977,0.8500490023679812,-0.8773547656207451,-0.9656519867346905,-0.46670023895258866,-0.44309097159562855,-0.5691278599761418,-0.4080374813314417,-0.9425983203394235,-0.906739222770837,-0.20513989234302862,-0.2862898412588127
